No,Title,ISSN,E-ISSN,CATEGORY,Publisher,Address,Nation
7781554,ANNUAL REVIEW OF FOOD SCIENCE AND TECHNOLOGY,1941-1413,1941-1421,Food Science & Technology,ANNUAL REVIEWS,"4139 EL CAMINO WAY, PO BOX 10139, PALO ALTO, USA, CA, 94303-0139",USA
7781555,ANNUAL REVIEW OF GENETICS,0066-4197,1545-2948,Genetics & Heredity,ANNUAL REVIEWS,"4139 EL CAMINO WAY, PO BOX 10139, PALO ALTO, USA, CA, 94303-0139",USA
7781556,ANNUAL REVIEW OF GENOMICS AND HUMAN GENETICS,1527-8204,1545-293X,Genetics & Heredity,ANNUAL REVIEWS,"4139 EL CAMINO WAY, PO BOX 10139, PALO ALTO, USA, CA, 94303-0139",USA
7781557,ANNUAL REVIEW OF IMMUNOLOGY,0732-0582,1545-3278,Immunology,ANNUAL REVIEWS,"4139 EL CAMINO WAY, PO BOX 10139, PALO ALTO, USA, CA, 94303-0139",USA
7781558,ANNUAL REVIEW OF MARINE SCIENCE,1941-1405,1941-0611,Geochemistry & Geophysics ; Marine & Freshwater Biology ; Oceanography,ANNUAL REVIEWS,"4139 EL CAMINO WAY, PO BOX 10139, PALO ALTO, USA, CA, 94303-0139",USA
7781559,ANNUAL REVIEW OF MATERIALS RESEARCH,1531-7331,1545-4118,"Materials Science, Multidisciplinary",ANNUAL REVIEWS,"4139 EL CAMINO WAY, PO BOX 10139, PALO ALTO, USA, CA, 94303-0139",USA
7781560,ANNUAL REVIEW OF MEDICINE,0066-4219,1545-326X,"Medicine, Research & Experimental",ANNUAL REVIEWS,"4139 EL CAMINO WAY, PO BOX 10139, PALO ALTO, USA, CA, 94303-0139",USA
7781561,ANNUAL REVIEW OF MICROBIOLOGY,0066-4227,1545-3251,Microbiology,ANNUAL REVIEWS,"4139 EL CAMINO WAY, PO BOX 10139, PALO ALTO, USA, CA, 94303-0139",USA
7781562,ANNUAL REVIEW OF NEUROSCIENCE,0147-006X,1545-4126,Neurosciences,ANNUAL REVIEWS,"4139 EL CAMINO WAY, PO BOX 10139, PALO ALTO, USA, CA, 94303-0139",USA
7781563,ANNUAL REVIEW OF NUCLEAR AND PARTICLE SCIENCE,0163-8998,1545-4134,"Physics, Nuclear ; Physics, Particles & Fields",ANNUAL REVIEWS,"4139 EL CAMINO WAY, PO BOX 10139, PALO ALTO, USA, CA, 94303-0139",USA
7781564,ANNUAL REVIEW OF NUTRITION,0199-9885,1545-4312,Nutrition & Dietetics,ANNUAL REVIEWS,"4139 EL CAMINO WAY, PO BOX 10139, PALO ALTO, USA, CA, 94303-0139",USA
7781565,ANNUAL REVIEW OF PATHOLOGY-MECHANISMS OF DISEASE,1553-4006,1553-4014,Pathology,ANNUAL REVIEWS,"4139 EL CAMINO WAY, PO BOX 10139, PALO ALTO, USA, CA, 94303-0139",USA
7781566,ANNUAL REVIEW OF PHARMACOLOGY AND TOXICOLOGY,0362-1642,1545-4304,Pharmacology & Pharmacy ; Toxicology,ANNUAL REVIEWS,"4139 EL CAMINO WAY, PO BOX 10139, PALO ALTO, USA, CA, 94303-0139",USA
7781567,ANNUAL REVIEW OF PHYSICAL CHEMISTRY,0066-426X,1545-1593,"Chemistry, Physical",ANNUAL REVIEWS,"4139 EL CAMINO WAY, PO BOX 10139, PALO ALTO, USA, CA, 94303-0139",USA
7781568,ANNUAL REVIEW OF PHYSIOLOGY,0066-4278,1545-1585,Physiology,ANNUAL REVIEWS,"4139 EL CAMINO WAY, PO BOX 10139, PALO ALTO, USA, CA, 94303-0139",USA
7781569,ANNUAL REVIEW OF PHYTOPATHOLOGY,0066-4286,1545-2107,Plant Sciences,ANNUAL REVIEWS,"4139 EL CAMINO WAY, PO BOX 10139, PALO ALTO, USA, CA, 94303-0139",USA
7781570,ANNUAL REVIEW OF PLANT BIOLOGY,1543-5008,1545-2123,Plant Sciences,ANNUAL REVIEWS,"4139 EL CAMINO WAY, PO BOX 10139, PALO ALTO, USA, CA, 94303-0139",USA
7781571,ANNUAL REVIEW OF PSYCHOLOGY,0066-4308,1545-2085,Psychology,ANNUAL REVIEWS,"4139 EL CAMINO WAY, PO BOX 10139, PALO ALTO, USA, CA, 94303-0139",USA
7781572,ANNUAL REVIEW OF PUBLIC HEALTH,0163-7525,1545-2093,"Public, Environmental & Occupational Health",ANNUAL REVIEWS,"4139 EL CAMINO WAY, PO BOX 10139, PALO ALTO, USA, CA, 94303-0139",USA
7781573,ANNUAL REVIEW OF RESOURCE ECONOMICS,1941-1340,1941-1359,Agricultural Economics & Policy,ANNUAL REVIEWS,"4139 EL CAMINO WAY, PO BOX 10139, PALO ALTO, USA, CA, 94303-0139",USA
7781574,ANNUAL REVIEW OF STATISTICS AND ITS APPLICATION,2326-8298,2326-831X,"Mathematics, Interdisciplinary Applications ; Statistics & Probability",ANNUAL REVIEWS,"4139 EL CAMINO WAY, PO BOX 10139, PALO ALTO, USA, CA, 94303-0139",USA
7781575,ANNUAL REVIEW OF VIROLOGY,2327-056X,2327-0578,Virology,ANNUAL REVIEWS,"4139 EL CAMINO WAY, PO BOX 10139, PALO ALTO, USA, CA, 94303-0139",USA
7781576,ANNUAL REVIEW OF VISION SCIENCE,2374-4642,2374-4650,Neurosciences ; Ophthalmology,ANNUAL REVIEWS,"4139 EL CAMINO WAY, PO BOX 10139, PALO ALTO, USA, CA, 94303-0139",USA
7781577,ANNUAL REVIEWS IN CONTROL,1367-5788,1872-9088,Automation & Control Systems,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",ENGLAND
7781578,ANTARCTIC SCIENCE,0954-1020,1365-2079,"Environmental Sciences ; Geography, Physical ; Geosciences, Multidisciplinary",CAMBRIDGE UNIV PRESS,"EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU",USA
7781579,ANTHROPOCENE,2213-3054,2213-3054,"Environmental Sciences ; Geography, Physical ; Geosciences, Multidisciplinary",ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB",ENGLAND
7781580,ANTHROPOCENE REVIEW,2053-0196,2053-020X,"Environmental Sciences ; Geosciences, Multidisciplinary",SAGE PUBLICATIONS INC,"2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",USA
7781581,ANTHROPOLOGICAL SCIENCE,0918-7960,1348-8570,Evolutionary Biology,ANTHROPOLOGICAL SOC NIPPON,"C/O GALILEO INC, URBAN-OHTSUKA BLDG, 3RD FL, 3-21-10 KITA-OHTSUKA, TOSHIMA-KU, TOKYO, JAPAN, 170-0004",JAPAN
7781582,ANTHROZOOS,0892-7936,1753-0377,Veterinary Sciences,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",ENGLAND
7781583,ANTIBIOTICS-BASEL,2079-6382,2079-6382,Infectious Diseases ; Pharmacology & Pharmacy,MDPI,"ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052",SWITZERLAND
7781584,ANTI-CANCER AGENTS IN MEDICINAL CHEMISTRY,1871-5206,1875-5992,"Oncology ; Chemistry, Medicinal",BENTHAM SCIENCE PUBL LTD,"EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, SHARJAH, U ARAB EMIRATES, 1200 BR",ARAB EMIRATES
7781585,ANTI-CANCER DRUGS,0959-4973,1473-5741,Oncology ; Pharmacology & Pharmacy,LIPPINCOTT WILLIAMS & WILKINS,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103",USA
7781586,ANTICANCER RESEARCH,0250-7005,1791-7530,Oncology,INT INST ANTICANCER RESEARCH,"EDITORIAL OFFICE 1ST KM KAPANDRITIOU-KALAMOU RD KAPANDRITI, PO BOX 22, ATHENS, GREECE, 19014",GREECE
7781587,ANTI-CORROSION METHODS AND MATERIALS,0003-5599,1758-4221,Metallurgy & Metallurgical Engineering,EMERALD GROUP PUBLISHING LTD,"Floor 5, Northspring 21-23 Wellington Street, Leeds, England, W YORKSHIRE, LS1 4DL",ENGLAND
7781588,ANTIMICROBIAL AGENTS AND CHEMOTHERAPY,0066-4804,1098-6596,Microbiology ; Pharmacology & Pharmacy,AMER SOC MICROBIOLOGY,"1752 N ST NW, WASHINGTON, USA, DC, 20036-2904",USA
7781589,ANTIMICROBIAL RESISTANCE AND INFECTION CONTROL,2047-2994,2047-2994,"Public, Environmental & Occupational Health ; Infectious Diseases ; Microbiology",BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",ENGLAND
7781590,ANTIOXIDANTS,,2076-3921,"Chemistry, Medicinal ; Biochemistry & Molecular Biology ; Food Science & Technology",MDPI,"ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052",SWITZERLAND
7781591,ANTIOXIDANTS & REDOX SIGNALING,1523-0864,1557-7716,Biochemistry & Molecular Biology ; Endocrinology & Metabolism,"MARY ANN LIEBERT, INC","140 HUGUENOT STREET, 3RD FL, NEW ROCHELLE, USA, NY, 10801",USA
7781592,ANTIVIRAL RESEARCH,0166-3542,1872-9096,Pharmacology & Pharmacy ; Virology,ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",NETHERLANDS
7781593,ANTIVIRAL THERAPY,1359-6535,2040-2058,Infectious Diseases ; Pharmacology & Pharmacy ; Virology,SAGE PUBLICATIONS LTD,"1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",ENGLAND
7781594,ANTONIE VAN LEEUWENHOEK INTERNATIONAL JOURNAL OF GENERAL AND MOLECULAR MICROBIOLOGY,0003-6072,1572-9699,Microbiology,SPRINGER,"VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",NETHERLANDS
7781595,ANZIAM JOURNAL,1446-1811,1446-8735,"Mathematics, Applied",CAMBRIDGE UNIV PRESS,"EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU",ENGLAND
7781596,ANZ JOURNAL OF SURGERY,1445-1433,1445-2197,Surgery,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7781597,AOB PLANTS,2041-2851,2041-2851,Plant Sciences ; Ecology,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",ENGLAND
7781598,AORN JOURNAL,0001-2092,1878-0369,Nursing,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7781599,APHASIOLOGY,0268-7038,1464-5041,Audiology & Speech-Language Pathology ; Clinical Neurology ; Rehabilitation,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",ENGLAND
7781600,APIDOLOGIE,0044-8435,1297-9678,Entomology,SPRINGER FRANCE,"22 RUE DE PALESTRO, PARIS, FRANCE, 75002",FRANCE
7781601,APL BIOENGINEERING,2473-2877,2473-2877,"Engineering, Biomedical",AIP PUBLISHING,"1305 WALT WHITMAN RD, STE 300, MELVILLE, USA, NY, 11747-4501",USA
7781602,APL MATERIALS,2166-532X,2166-532X,"Nanoscience & Nanotechnology ; Materials Science, Multidisciplinary ; Physics, Applied",AIP PUBLISHING,"1305 WALT WHITMAN RD, STE 300, MELVILLE, USA, NY, 11747-4501",USA
7781603,APL PHOTONICS,2378-0967,2378-0967,"Optics ; Physics, Applied",AIP PUBLISHING,"1305 WALT WHITMAN RD, STE 300, MELVILLE, USA, NY, 11747-4501",USA
7781604,APMIS,0903-4641,1600-0463,Immunology ; Microbiology ; Pathology,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7781605,APOPTOSIS,1360-8185,1573-675X,Biochemistry & Molecular Biology ; Cell Biology,SPRINGER,"VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",NETHERLANDS
7781606,APPETITE,0195-6663,1095-8304,Behavioral Sciences ; Nutrition & Dietetics,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,"24-28 OVAL RD, LONDON, ENGLAND, NW1 7DX",ENGLAND
7781607,APPLICABLE ALGEBRA IN ENGINEERING COMMUNICATION AND COMPUTING,0938-1279,1432-0622,"Computer Science, Interdisciplinary Applications ; Computer Science, Theory & Methods ; Mathematics, Applied",SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",USA
7781608,APPLICABLE ANALYSIS,0003-6811,1563-504X,"Mathematics, Applied",TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",ENGLAND
7781609,APPLICABLE ANALYSIS AND DISCRETE MATHEMATICS,1452-8630,1452-8630,"Mathematics, Applied ; Mathematics","UNIV BELGRADE, FAC ELECTRICAL ENGINEERING","BULEVAR REVOLUCIJE 73, BELGRADE, SERBIA, 11000",SERBIA
7781610,APPLICATIONS IN PLANT SCIENCES,2168-0450,2168-0450,Plant Sciences,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7781611,APPLICATIONS OF MATHEMATICS,0862-7940,1572-9109,"Mathematics, Applied",SPRINGERNATURE,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",CZECH REPUBLIC
7781612,APPLIED ACOUSTICS,0003-682X,1872-910X,Acoustics,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB",ENGLAND
7781613,APPLIED AND COMPUTATIONAL HARMONIC ANALYSIS,1063-5203,1096-603X,"Mathematics, Applied",ACADEMIC PRESS INC ELSEVIER SCIENCE,"525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495",USA
7781614,APPLIED AND COMPUTATIONAL MATHEMATICS,1683-3511,1683-6154,"Mathematics, Applied",MINISTRY COMMUNICATIONS & HIGH TECHNOLOGIES REPUBLIC AZERBAIJAN,"BAKU STATE UNIV, INST APPLIED MATHEMATICS, Z KHALILOV STR 23, BAKU, AZERBAIJAN, AZ 1148",AZERBAIJAN
7781615,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,0099-2240,1098-5336,Biotechnology & Applied Microbiology ; Microbiology,AMER SOC MICROBIOLOGY,"1752 N ST NW, WASHINGTON, USA, DC, 20036-2904",USA
7781616,APPLIED ANIMAL BEHAVIOUR SCIENCE,0168-1591,1872-9045,"Agriculture, Dairy & Animal Science ; Behavioral Sciences ; Veterinary Sciences",ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",NETHERLANDS
7781617,APPLIED ARTIFICIAL INTELLIGENCE,0883-9514,1087-6545,"Computer Science, Artificial Intelligence ; Engineering, Electrical & Electronic",TAYLOR & FRANCIS INC,"530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106",USA
7781618,APPLIED BIOCHEMISTRY AND BIOTECHNOLOGY,0273-2289,1559-0291,Biochemistry & Molecular Biology ; Biotechnology & Applied Microbiology,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",USA
7781619,APPLIED BIOCHEMISTRY AND MICROBIOLOGY,0003-6838,1608-3024,Biotechnology & Applied Microbiology ; Microbiology,PLEIADES PUBLISHING INC,"PLEIADES HOUSE, 7 W 54 ST, NEW YORK, United States,  NY, 10019",RUSSIA
7781620,APPLIED BIOLOGICAL CHEMISTRY,2468-0834,2468-0842,Food Science & Technology,SPRINGER SINGAPORE PTE LTD,"152 Beach Road, #21-01 Gateway East, SINGAPORE, Singapore, 189721",SOUTH KOREA
7781621,APPLIED BIONICS AND BIOMECHANICS,1176-2322,1754-2103,"Engineering, Biomedical ; Robotics",HINDAWI LTD,"ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, ENGLAND, W1T 5HF",ENGLAND
7781622,APPLIED CATALYSIS A-GENERAL,0926-860X,1873-3875,"Chemistry, Physical ; Environmental Sciences",ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",NETHERLANDS
7781623,APPLIED CATALYSIS B-ENVIRONMENT AND ENERGY,0926-3373,1873-3883,"Chemistry, Physical ; Engineering, Environmental ; Engineering, Chemical",ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",NETHERLANDS
7781624,APPLIED CATEGORICAL STRUCTURES,0927-2852,1572-9095,Mathematics,SPRINGER,"VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",NETHERLANDS
7781625,APPLIED CLAY SCIENCE,0169-1317,1872-9053,"Chemistry, Physical ; Materials Science, Multidisciplinary ; Mineralogy",ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",NETHERLANDS
7781626,APPLIED CLINICAL INFORMATICS,1869-0327,1869-0327,Medical Informatics,GEORG THIEME VERLAG KG,"RUDIGERSTR 14, STUTTGART, GERMANY, D-70469",GERMANY
7781627,APPLIED COMPOSITE MATERIALS,0929-189X,1573-4897,"Materials Science, Composites",SPRINGER,"VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",NETHERLANDS
7781628,APPLIED COMPUTATIONAL ELECTROMAGNETICS SOCIETY JOURNAL,1054-4887,1943-5711,"Engineering, Electrical & Electronic ; Telecommunications",APPLIED COMPUTATIONAL ELECTROMAGNETICS SOC,"UNIV MISSISSIPPI, DEPT ELECTRICAL ENGINEERING, UNIVERSITY, USA, MS, 38677",USA
7781629,APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,1589-1623,1785-0037,Ecology ; Environmental Sciences,ALOKI APPLIED ECOLOGICAL RESEARCH AND FORENSIC INST LTD,"Kassa u. 118, Budapest, Hungary, H-1185",HUNGARY
7781630,APPLIED ECONOMIC PERSPECTIVES AND POLICY,2040-5790,2040-5804,Agricultural Economics & Policy,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7781631,APPLIED ENERGY,0306-2619,1872-9118,"Energy & Fuels ; Engineering, Chemical",ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB",ENGLAND
7781632,APPLIED ENGINEERING IN AGRICULTURE,0883-8542,1943-7838,Agricultural Engineering,AMER SOC AGRICULTURAL & BIOLOGICAL ENGINEERS,"2950 NILES RD, ST JOSEPH, USA, MI, 49085-9659",USA
7781633,APPLIED ENTOMOLOGY AND ZOOLOGY,0003-6862,1347-605X,Entomology,SPRINGER JAPAN KK,"SHIROYAMA TRUST TOWER 5F, 4-3-1 TORANOMON, MINATO-KU, TOKYO, JAPAN, 105-6005",JAPAN
7781634,APPLIED ERGONOMICS,0003-6870,1872-9126,"Engineering, Industrial",ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB",ENGLAND
7781635,APPLIED GEOCHEMISTRY,0883-2927,1872-9134,Geochemistry & Geophysics,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",ENGLAND
7781636,APPLIED GEOPHYSICS,1672-7975,1993-0658,Geochemistry & Geophysics,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",USA
7781637,APPLIED HEALTH ECONOMICS AND HEALTH POLICY,1175-5652,1179-1896,Health Care Sciences & Services,SPRINGER INT PUBL AG,"GEWERBESTRASSE 11, CHAM, SWITZERLAND, CH-6330",SWITZERLAND
7781638,APPLIED IMMUNOHISTOCHEMISTRY & MOLECULAR MORPHOLOGY,1541-2016,1533-4058,Anatomy & Morphology ; Medical Laboratory Technology ; Pathology,LIPPINCOTT WILLIAMS & WILKINS,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103",USA
7781639,APPLIED INTELLIGENCE,0924-669X,1573-7497,"Computer Science, Artificial Intelligence",SPRINGER,"VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",NETHERLANDS
7781640,APPLIED MAGNETIC RESONANCE,0937-9347,1613-7507,"Physics, Atomic, Molecular & Chemical ; Spectroscopy",SPRINGER WIEN,"Prinz-Eugen-Strasse 8-10, Vienna, Austria, A-1040",AUSTRIA
7781641,APPLIED MATERIALS TODAY,2352-9407,2352-9407,"Materials Science, Multidisciplinary",ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",NETHERLANDS
7781642,APPLIED MATHEMATICAL MODELLING,0307-904X,1872-8480,"Engineering, Multidisciplinary ; Mathematics, Interdisciplinary Applications ; Mechanics",ELSEVIER SCIENCE INC,"STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169",USA
7781643,APPLIED MATHEMATICS-A JOURNAL OF CHINESE UNIVERSITIES SERIES B,1005-1031,1993-0445,"Mathematics, Applied",ZHEJIANG UNIV PRESS,"Xixi Campus, Zhejiang University, No. 148 Tianmushan Road, Hangzhou, Peoples R China, Zhejiang, 310028",CHINA
7781644,APPLIED MATHEMATICS AND COMPUTATION,0096-3003,1873-5649,"Mathematics, Applied",ELSEVIER SCIENCE INC,"STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169",USA
7781645,APPLIED MATHEMATICS AND MECHANICS-ENGLISH EDITION,0253-4827,1573-2754,"Mathematics, Applied ; Mechanics",SHANGHAI UNIV,"149 YANCHANG RD, SHANGHAI, PEOPLES R CHINA, 200072",CHINA
7781646,APPLIED MATHEMATICS AND OPTIMIZATION,0095-4616,1432-0606,"Mathematics, Applied",SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",USA
7781647,APPLIED MATHEMATICS IN SCIENCE AND ENGINEERING,,2769-0911,"Engineering, Multidisciplinary ; Mathematics, Interdisciplinary Applications",TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",ENGLAND
7781648,APPLIED MATHEMATICS LETTERS,0893-9659,1873-5452,"Mathematics, Applied",PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",ENGLAND
7781649,APPLIED MECHANICS REVIEWS,0003-6900,2379-0407,Mechanics,ASME,"TWO PARK AVE, NEW YORK, USA, NY, 10016-5990",USA
7781650,APPLIED MICROBIOLOGY AND BIOTECHNOLOGY,0175-7598,1432-0614,Biotechnology & Applied Microbiology,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",USA
7781651,APPLIED NEUROPSYCHOLOGY-ADULT,2327-9095,2327-9109,Clinical Neurology ; Psychology,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",ENGLAND
7781652,APPLIED NEUROPSYCHOLOGY-CHILD,2162-2965,2162-2973,Clinical Neurology ; Psychology,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",ENGLAND
7781653,APPLIED NUMERICAL MATHEMATICS,0168-9274,1873-5460,"Mathematics, Applied",ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",NETHERLANDS
7781654,APPLIED NURSING RESEARCH,0897-1897,1532-8201,Nursing,W B SAUNDERS CO-ELSEVIER INC,"1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899",USA
7781655,APPLIED OCEAN RESEARCH,0141-1187,1879-1549,"Engineering, Ocean ; Oceanography",ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB",ENGLAND
7781656,APPLIED ONTOLOGY,1570-5838,1875-8533,"Computer Science, Artificial Intelligence ; Computer Science, Information Systems ; Computer Science, Theory & Methods",IOS PRESS,"NIEUWE HEMWEG 6B, AMSTERDAM, NETHERLANDS, 1013 BG",NETHERLANDS
7781657,APPLIED OPTICS,1559-128X,2155-3165,Optics,OPTICA PUBLISHING GROUP,"2010 MASSACHUSETTS AVE NW, WASHINGTON, USA, DC, 20036",USA
7781658,APPLIED ORGANOMETALLIC CHEMISTRY,0268-2605,1099-0739,"Chemistry, Applied ; Chemistry, Inorganic & Nuclear",WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7781659,APPLIED PHYSICS A-MATERIALS SCIENCE & PROCESSING,0947-8396,1432-0630,"Materials Science, Multidisciplinary ; Physics, Applied",SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121",GERMANY
7781660,APPLIED PHYSICS B-LASERS AND OPTICS,0946-2171,1432-0649,"Optics ; Physics, Applied",SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121",GERMANY
7781661,APPLIED PHYSICS EXPRESS,1882-0778,1882-0786,"Physics, Applied",IOP PUBLISHING LTD,"TEMPLE CIRCUS, TEMPLE WAY, BRISTOL, ENGLAND, BS1 6BE",ENGLAND
7781662,APPLIED PHYSICS LETTERS,0003-6951,1077-3118,"Physics, Applied",AIP PUBLISHING,"1305 WALT WHITMAN RD, STE 300, MELVILLE, USA, NY, 11747-4501",USA
7781663,APPLIED PHYSICS REVIEWS,1931-9401,1931-9401,"Physics, Applied",AIP PUBLISHING,"1305 WALT WHITMAN RD, STE 300, MELVILLE, USA, NY, 11747-4501",USA
7781664,APPLIED PHYSIOLOGY NUTRITION AND METABOLISM,1715-5312,1715-5320,Nutrition & Dietetics ; Physiology ; Sport Sciences,CANADIAN SCIENCE PUBLISHING,"65 AURIGA DR, SUITE 203, OTTAWA, CANADA, ON, K2E 7W6",CANADA
7781665,APPLIED RADIATION AND ISOTOPES,0969-8043,1872-9800,"Chemistry, Inorganic & Nuclear ; Nuclear Science & Technology ; Radiology, Nuclear Medicine & Medical Imaging",PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",ENGLAND
7781666,APPLIED RHEOLOGY,1430-6395,1617-8106,Mechanics,DE GRUYTER POLAND SP Z O O,"BOGUMILA ZUGA 32A STR, WARSAW, Poland, MAZOVIA, 01-811",GERMANY
7781667,APPLIED SCIENCES-BASEL,,2076-3417,"Chemistry, Multidisciplinary ; Engineering, Multidisciplinary ; Materials Science, Multidisciplinary ; Physics, Applied",MDPI,"ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052",SWITZERLAND
7781668,APPLIED SOFT COMPUTING,1568-4946,1872-9681,"Computer Science, Artificial Intelligence ; Computer Science, Interdisciplinary Applications",ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",NETHERLANDS
7781669,APPLIED SOIL ECOLOGY,0929-1393,1873-0272,Soil Science,ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",NETHERLANDS
7781670,APPLIED SPECTROSCOPY,0003-7028,1943-3530,Instruments & Instrumentation ; Spectroscopy,SAGE PUBLICATIONS INC,"2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",USA
